booking_id,customer_id,driver_id,city,pickup_datetime,vehicle_type,distance_km,fare,payment_method,booking_status,cancellation_reason
BK001078,CUST00347,DRV0024,Pune,2025-05-02 08:26:53,Sedan,17.5,257.76,Ola Money,Completed,
BK001079,CUST00832,DRV0349,Delhi,2025-10-02 20:40:55,Mini,1.9,0.0,,Cancelled by Customer,Driver took too long
BK001080,CUST01213,DRV0324,Mumbai,2025-01-30 02:47:21,Mini,2.3,37.0,Cash,Completed,
BK001081,CUST00602,DRV0207,Hyderabad,2025-01-23 11:26:13,Bike,5.3,52.29,Credit Card,Completed,
BK001082,CUST00406,DRV0230,Bengaluru,2025-05-30 04:43:22,Prime SUV,0.8,43.38,UPI,Completed,
BK001083,CUST00084,DRV0178,Hyderabad,2025-12-03 02:47:46,Sedan,7.5,0.0,,Cancelled by Driver,Long pickup distance
BK001084,CUST01449,DRV0342,Pune,2025-09-11 12:59:47,Bike,2.1,0.0,,Cancelled by Customer,Price too high
BK001085,CUST01652,DRV0107,Hyderabad,2025-06-04 13:21:34,Sedan,3.4,81.01,Credit Card,Completed,
BK001086,CUST00857,DRV0034,Hyderabad,2025-09-27 09:44:26,Sedan,2.2,50.37,UPI,Completed,
BK001087,CUST00407,DRV0245,Bengaluru,2025-01-28 12:37:14,Sedan,1.4,56.61,Debit Card,Completed,
BK001088,CUST00089,DRV0208,Bengaluru,2025-09-06 10:11:11,Auto,6.6,0.0,,Cancelled by Driver,Long pickup distance
BK001089,CUST00216,DRV0286,Delhi,2025-06-06 20:07:58,Bike,4.8,45.12,Credit Card,Completed,
BK001090,CUST00155,DRV0257,Bengaluru,2025-01-19 08:33:35,Bike,3.1,49.55,Ola Money,Completed,
BK001091,CUST00511,DRV0346,Chennai,2025-02-28 00:46:30,Bike,8.7,77.17,Cash,Completed,
BK001092,CUST00941,DRV0228,Chennai,2025-10-29 13:59:14,Mini,2.6,0.0,,Cancelled by Driver,Customer not reachable
BK001093,CUST00486,DRV0274,Pune,2025-05-23 22:12:00,Mini,7.4,102.92,Ola Money,Completed,
BK001094,CUST00033,DRV0299,Bengaluru,2025-07-16 16:09:58,Auto,3.9,46.43,Credit Card,Completed,
BK001095,CUST01562,DRV0242,Chennai,2025-12-04 15:41:43,Mini,5.8,89.77,UPI,Completed,
BK001096,CUST00932,DRV0016,Chennai,2025-10-05 12:39:47,Auto,2.0,0.0,,Cancelled by Driver,Vehicle issue
BK001097,CUST01392,DRV0163,Mumbai,2025-05-15 21:30:58,Prime SUV,4.7,105.8,Debit Card,Completed,
BK001098,CUST01447,DRV0096,Bengaluru,2025-08-11 15:33:59,Bike,3.6,0.0,,Cancelled by Driver,Customer not reachable
BK001099,CUST00472,DRV0236,Bengaluru,2025-02-25 20:08:41,Prime SUV,1.6,52.04,Cash,Completed,
BK001100,CUST01364,DRV0086,Pune,2025-10-01 16:52:32,Sedan,6.7,116.52,Debit Card,Completed,
BK001101,CUST00866,DRV0002,Bengaluru,2025-05-14 05:55:05,Bike,3.8,61.61,Credit Card,Completed,
BK001102,CUST00861,DRV0322,Chennai,2025-03-09 00:33:10,Prime SUV,3.7,88.72,Cash,Completed,
BK001103,CUST00519,DRV0133,Mumbai,2025-02-13 09:05:59,Mini,1.4,48.54,Debit Card,Completed,
BK001104,CUST01516,DRV0275,Mumbai,2025-07-22 01:24:20,Prime SUV,9.3,205.17,Cash,Completed,
BK001105,CUST00839,DRV0314,Delhi,2025-12-01 22:08:11,Prime SUV,4.3,92.07,Cash,Completed,
BK001106,CUST01059,DRV0285,Pune,2025-05-16 06:30:33,Auto,3.6,55.71,UPI,Completed,
BK001107,CUST00578,DRV0024,Pune,2025-08-27 01:20:50,Sedan,6.0,122.98,Debit Card,Completed,
BK001108,CUST01684,DRV0093,Chennai,2025-04-22 14:52:37,Auto,4.2,0.0,,Cancelled by Driver,Vehicle issue
BK001109,CUST00469,DRV0093,Bengaluru,2025-11-09 20:04:39,Auto,1.0,28.42,Credit Card,Completed,
BK001110,CUST00847,DRV0266,Mumbai,2025-05-13 10:03:14,Mini,5.1,73.89,Credit Card,Completed,
BK001111,CUST00102,DRV0342,Hyderabad,2025-11-19 06:21:11,Bike,12.0,86.41,UPI,Completed,
BK001112,CUST01733,DRV0313,Bengaluru,2025-04-30 04:10:00,Auto,0.8,36.84,Debit Card,Completed,
BK001113,CUST00245,DRV0103,Bengaluru,2025-08-14 21:06:47,Mini,11.3,143.82,Credit Card,Completed,
BK001114,CUST01372,DRV0201,Mumbai,2025-02-01 09:25:54,Sedan,0.8,50.46,Cash,Completed,
BK001115,CUST01170,DRV0025,Hyderabad,2025-10-04 01:37:43,Auto,5.0,73.02,UPI,Completed,
BK001116,CUST01565,DRV0017,Hyderabad,2025-09-17 16:09:31,Auto,7.4,80.0,Credit Card,Completed,
BK001117,CUST01506,DRV0119,Delhi,2025-06-16 20:45:58,Auto,6.4,0.0,,Cancelled by Customer,Price too high
BK001118,CUST00244,DRV0286,Delhi,2025-02-06 23:22:13,Bike,4.0,46.79,UPI,Completed,
BK001119,CUST00296,DRV0304,Chennai,2025-06-17 22:05:56,Bike,8.1,82.24,Ola Money,Completed,
BK001120,CUST01397,DRV0093,Mumbai,2025-11-30 13:38:34,Auto,4.2,0.0,,No Driver Found,
BK001121,CUST00014,DRV0287,Bengaluru,2025-11-15 01:08:03,Prime SUV,2.9,69.91,Credit Card,Completed,
BK001122,CUST01077,DRV0326,Chennai,2025-10-30 00:55:46,Sedan,5.2,85.99,Cash,Completed,
BK001123,CUST01065,DRV0245,Hyderabad,2025-09-19 18:30:08,Sedan,15.6,251.9,Credit Card,Completed,
BK001124,CUST00439,DRV0305,Pune,2025-07-13 21:12:53,Bike,7.4,55.38,Ola Money,Completed,
BK001125,CUST00829,DRV0098,Delhi,2025-11-29 02:51:21,Bike,7.4,0.0,,Cancelled by Driver,Long pickup distance
BK001126,CUST00267,DRV0003,Mumbai,2025-10-17 18:19:54,Prime SUV,5.9,152.03,Ola Money,Completed,
BK001127,CUST00485,DRV0107,Hyderabad,2025-10-03 04:24:51,Sedan,9.6,169.83,UPI,Completed,
BK001128,CUST00821,DRV0142,Hyderabad,2025-11-07 17:11:49,Bike,3.0,47.78,Cash,Completed,
BK001129,CUST01163,DRV0020,Bengaluru,2025-05-18 07:06:02,Auto,1.7,50.38,Credit Card,Completed,
BK001130,CUST00754,DRV0267,Pune,2025-06-18 08:51:00,Prime SUV,7.1,0.0,,No Driver Found,
BK001131,CUST00958,DRV0046,Pune,2025-04-29 16:35:45,Auto,4.2,0.0,,No Driver Found,
BK001132,CUST01433,DRV0232,Delhi,2025-12-21 08:46:34,Bike,2.2,0.0,,Cancelled by Driver,Personal emergency
BK001133,CUST00988,DRV0102,Mumbai,2025-07-05 02:54:05,Bike,2.3,34.36,Cash,Completed,
BK001134,CUST00780,DRV0203,Chennai,2025-12-01 17:37:39,Prime SUV,6.3,147.86,Ola Money,Completed,
BK001135,CUST00012,DRV0327,Delhi,2025-04-28 20:43:44,Mini,1.8,0.0,,No Driver Found,
BK001136,CUST01379,DRV0036,Bengaluru,2025-10-03 08:55:05,Prime SUV,7.7,179.59,Debit Card,Completed,
BK001137,CUST01719,DRV0209,Chennai,2025-12-07 05:01:46,Prime SUV,6.2,0.0,,Cancelled by Customer,Changed plans
BK001138,CUST00182,DRV0104,Hyderabad,2025-06-10 04:17:41,Auto,4.5,52.95,Credit Card,Completed,
BK001139,CUST00427,DRV0113,Bengaluru,2025-10-22 17:59:35,Prime SUV,6.1,144.88,Credit Card,Completed,
BK001140,CUST01007,DRV0182,Mumbai,2025-08-21 00:33:53,Auto,5.4,63.6,Debit Card,Completed,
BK001141,CUST01175,DRV0001,Bengaluru,2025-12-31 17:06:25,Mini,5.3,90.59,UPI,Completed,
BK001142,CUST01060,DRV0255,Chennai,2025-08-09 00:52:16,Auto,1.5,0.0,,No Driver Found,
BK001143,CUST00812,DRV0247,Delhi,2025-03-09 18:44:48,Auto,4.6,0.0,,Cancelled by Driver,Personal emergency
BK001144,CUST00613,DRV0114,Chennai,2025-07-01 04:38:25,Prime SUV,6.5,145.57,Cash,Completed,
BK001145,CUST00329,DRV0124,Chennai,2025-03-02 12:15:46,Bike,2.4,0.0,,Cancelled by Customer,App issue
BK001146,CUST01776,DRV0137,Chennai,2025-11-08 22:27:02,Sedan,2.7,51.03,UPI,Completed,
BK001147,CUST00452,DRV0066,Mumbai,2025-07-01 16:20:37,Bike,2.4,51.72,Ola Money,Completed,
BK001148,CUST00146,DRV0322,Bengaluru,2025-05-29 17:22:15,Prime SUV,3.7,101.3,Debit Card,Completed,
BK001149,CUST00671,DRV0312,Hyderabad,2025-09-18 03:03:02,Prime SUV,6.3,134.27,Debit Card,Completed,
BK001150,CUST00121,DRV0102,Delhi,2025-07-09 23:38:38,Bike,4.0,47.61,Credit Card,Completed,
BK001151,CUST00149,DRV0297,Delhi,2025-09-18 21:24:40,Mini,5.8,82.18,Credit Card,Completed,
BK001152,CUST01174,DRV0012,Mumbai,2025-06-02 17:57:36,Bike,3.9,43.63,Debit Card,Completed,
BK001153,CUST00672,DRV0010,Chennai,2025-10-24 18:30:14,Auto,4.0,71.32,Cash,Completed,
BK001154,CUST00653,DRV0145,Pune,2025-07-16 11:35:56,Auto,2.8,0.0,,Cancelled by Driver,Customer not reachable
BK001155,CUST00435,DRV0039,Delhi,2025-04-18 15:40:31,Bike,6.7,65.77,Debit Card,Completed,
BK001156,CUST01154,DRV0085,Hyderabad,2025-06-10 03:37:17,Sedan,9.1,147.82,Cash,Completed,
BK001157,CUST01156,DRV0034,Hyderabad,2025-05-21 17:43:04,Sedan,7.0,0.0,,Cancelled by Customer,Changed plans
BK001158,CUST00920,DRV0298,Hyderabad,2025-05-13 22:04:11,Prime SUV,4.8,0.0,,Cancelled by Driver,Vehicle issue
BK001159,CUST01239,DRV0231,Mumbai,2025-03-14 03:29:39,Sedan,3.8,0.0,,Cancelled by Customer,Driver took too long
BK001160,CUST00703,DRV0140,Chennai,2025-01-15 21:47:12,Prime SUV,3.9,0.0,,Cancelled by Driver,Long pickup distance
BK001161,CUST01601,DRV0045,Bengaluru,2025-01-04 17:46:51,Auto,6.1,89.88,Credit Card,Completed,
BK001162,CUST00210,DRV0001,Mumbai,2025-05-25 20:47:43,Mini,1.9,43.7,Credit Card,Completed,
BK001163,CUST01063,DRV0055,Bengaluru,2025-08-21 10:44:18,Prime SUV,3.1,96.44,UPI,Completed,
BK001164,CUST00456,DRV0206,Delhi,2025-08-16 15:44:17,Sedan,14.7,230.6,Credit Card,Completed,
BK001165,CUST01069,DRV0040,Mumbai,2025-05-23 04:14:24,Prime SUV,5.2,0.0,,Cancelled by Customer,Driver took too long
BK001166,CUST00384,DRV0239,Chennai,2025-02-08 11:54:35,Auto,0.9,22.8,Ola Money,Completed,
BK001167,CUST00479,DRV0188,Mumbai,2025-11-19 18:40:19,Sedan,13.4,217.76,Cash,Completed,
BK001168,CUST01270,DRV0078,Pune,2025-01-20 15:46:43,Bike,5.2,44.21,Debit Card,Completed,
BK001169,CUST00838,DRV0007,Chennai,2025-06-12 06:55:55,Mini,3.7,75.94,UPI,Completed,
BK001170,CUST00999,DRV0227,Hyderabad,2025-11-21 22:50:19,Auto,1.9,27.34,Ola Money,Completed,
BK001171,CUST00756,DRV0081,Mumbai,2025-04-23 07:07:27,Prime SUV,4.4,101.56,Credit Card,Completed,
BK001172,CUST01644,DRV0315,Hyderabad,2025-09-12 10:17:20,Mini,2.5,41.45,UPI,Completed,
BK001173,CUST01638,DRV0174,Delhi,2025-09-22 07:47:54,Sedan,1.0,24.1,Debit Card,Completed,
BK001174,CUST01266,DRV0299,Chennai,2025-11-09 07:35:34,Auto,7.3,97.0,Cash,Completed,
BK001175,CUST00473,DRV0300,Mumbai,2025-11-11 13:50:45,Auto,1.9,46.03,Cash,Completed,
BK001176,CUST00968,DRV0283,Mumbai,2025-09-05 19:18:48,Bike,2.8,46.51,Cash,Completed,
BK001177,CUST01450,DRV0100,Mumbai,2025-04-29 10:38:08,Auto,2.0,48.04,Ola Money,Completed,
BK001178,CUST00477,DRV0094,Bengaluru,2025-11-03 13:00:09,Mini,14.9,190.2,Credit Card,Completed,
BK001179,CUST01639,DRV0052,Chennai,2025-02-27 10:27:33,Mini,2.3,47.89,Credit Card,Completed,
BK001180,CUST00015,DRV0281,Delhi,2025-12-06 15:28:07,Prime SUV,5.1,110.37,Cash,Completed,
BK001181,CUST00034,DRV0330,Delhi,2025-12-05 04:08:01,Mini,8.7,116.13,Credit Card,Completed,
BK001182,CUST01387,DRV0114,Bengaluru,2025-09-05 17:48:37,Prime SUV,11.0,237.03,UPI,Completed,
BK001183,CUST00687,DRV0321,Bengaluru,2025-05-29 09:45:17,Prime SUV,6.0,0.0,,Cancelled by Customer,Price too high
BK001184,CUST01468,DRV0242,Chennai,2025-02-01 20:28:16,Mini,9.7,139.85,Cash,Completed,
BK001185,CUST01189,DRV0270,Hyderabad,2025-07-30 14:14:58,Prime SUV,2.2,76.07,Cash,Completed,
BK001186,CUST00340,DRV0022,Chennai,2025-01-28 09:46:08,Bike,1.3,32.37,UPI,Completed,
BK001187,CUST00095,DRV0141,Hyderabad,2025-06-07 16:17:52,Auto,4.4,61.89,Credit Card,Completed,
BK001188,CUST01798,DRV0085,Chennai,2025-10-02 07:30:27,Sedan,5.7,113.19,Debit Card,Completed,
BK001189,CUST01176,DRV0282,Pune,2025-11-09 12:00:12,Bike,3.1,32.48,UPI,Completed,
BK001190,CUST01572,DRV0342,Bengaluru,2025-07-14 03:17:09,Bike,5.9,68.81,Cash,Completed,
BK001191,CUST00561,DRV0056,Delhi,2025-10-11 02:18:38,Sedan,2.1,59.05,Cash,Completed,
BK001192,CUST01657,DRV0255,Bengaluru,2025-10-02 07:13:29,Auto,7.4,0.0,,Cancelled by Customer,Price too high
BK001193,CUST01423,DRV0315,Chennai,2025-04-28 10:33:55,Mini,2.2,0.0,,Cancelled by Driver,Vehicle issue
BK001194,CUST01131,DRV0142,Mumbai,2025-07-31 07:51:01,Bike,5.6,60.19,UPI,Completed,
BK001195,CUST00519,DRV0004,Mumbai,2025-01-19 00:43:45,Auto,4.4,72.25,Debit Card,Completed,
BK001196,CUST00380,DRV0161,Mumbai,2025-07-23 17:39:16,Prime SUV,4.5,96.77,UPI,Completed,
BK001197,CUST01673,DRV0309,Mumbai,2025-04-28 22:59:39,Prime SUV,8.6,196.57,Cash,Completed,
BK001198,CUST01262,DRV0217,Chennai,2025-03-05 13:45:26,Auto,14.0,155.66,Cash,Completed,
BK001199,CUST01535,DRV0202,Delhi,2025-02-13 02:47:10,Prime SUV,10.3,207.92,Ola Money,Completed,
BK001200,CUST00940,DRV0060,Pune,2025-01-11 00:32:12,Mini,2.0,54.28,Credit Card,Completed,
BK001201,CUST01800,DRV0234,Hyderabad,2025-02-18 21:24:55,Bike,14.9,123.18,Debit Card,Completed,
BK001202,CUST00403,DRV0195,Chennai,2025-06-09 11:47:11,Prime SUV,10.7,226.05,Cash,Completed,
BK001203,CUST01765,DRV0248,Bengaluru,2025-05-21 16:42:29,Prime SUV,1.9,52.18,Debit Card,Completed,
BK001204,CUST01038,DRV0079,Delhi,2025-08-30 13:42:39,Sedan,7.1,118.14,Ola Money,Completed,
BK001205,CUST00906,DRV0170,Hyderabad,2025-10-15 10:08:31,Prime SUV,2.3,0.0,,Cancelled by Driver,Long pickup distance
BK001206,CUST01222,DRV0022,Mumbai,2025-07-15 00:37:36,Bike,8.7,91.99,Cash,Completed,
BK001207,CUST00235,DRV0130,Pune,2025-10-07 03:56:35,Mini,2.4,49.97,UPI,Completed,
BK001208,CUST00867,DRV0265,Pune,2025-07-23 08:27:03,Auto,4.9,67.51,UPI,Completed,
BK001209,CUST01359,DRV0169,Bengaluru,2025-11-26 11:18:32,Prime SUV,1.5,0.0,,Cancelled by Customer,Found alternate ride
BK001210,CUST01459,DRV0077,Mumbai,2025-02-18 20:25:16,Auto,1.7,0.0,,Cancelled by Customer,Price too high
BK001211,CUST00423,DRV0248,Mumbai,2025-10-31 09:06:03,Prime SUV,7.4,153.12,Ola Money,Completed,
BK001212,CUST01451,DRV0134,Hyderabad,2025-09-25 20:37:50,Mini,2.3,58.12,Ola Money,Completed,
BK001213,CUST01066,DRV0257,Delhi,2025-05-10 14:59:43,Bike,1.7,29.54,Credit Card,Completed,
BK001214,CUST00859,DRV0346,Delhi,2025-01-19 11:42:12,Bike,5.2,61.87,UPI,Completed,
BK001215,CUST00880,DRV0027,Mumbai,2025-05-18 07:37:03,Prime SUV,4.7,0.0,,Cancelled by Customer,App issue
BK001216,CUST01177,DRV0138,Pune,2025-09-13 11:23:47,Auto,4.6,80.18,Ola Money,Completed,
BK001217,CUST00319,DRV0344,Pune,2025-12-29 17:35:07,Mini,4.3,0.0,,Cancelled by Customer,Found alternate ride
BK001218,CUST01335,DRV0271,Bengaluru,2025-02-23 15:29:57,Prime SUV,1.3,55.68,UPI,Completed,
BK001219,CUST00623,DRV0076,Chennai,2025-03-24 18:55:49,Prime SUV,7.2,169.24,Ola Money,Completed,
BK001220,CUST01028,DRV0304,Bengaluru,2025-02-28 01:25:19,Bike,8.1,85.17,Debit Card,Completed,
BK001221,CUST00239,DRV0280,Delhi,2025-09-07 05:05:32,Bike,9.7,90.67,Ola Money,Completed,
BK001222,CUST01078,DRV0303,Hyderabad,2025-01-05 10:48:15,Mini,4.6,0.0,,No Driver Found,
BK001223,CUST00364,DRV0179,Bengaluru,2025-12-13 09:52:14,Prime SUV,5.7,133.97,Cash,Completed,
BK001224,CUST00207,DRV0007,Pune,2025-10-16 23:40:25,Mini,6.6,87.58,Credit Card,Completed,
BK001225,CUST00394,DRV0244,Chennai,2025-11-11 13:31:00,Mini,4.7,77.28,Ola Money,Completed,
BK001226,CUST00839,DRV0120,Delhi,2025-04-18 12:01:16,Mini,2.7,67.51,Credit Card,Completed,
BK001227,CUST00588,DRV0077,Chennai,2025-03-26 19:05:31,Auto,8.1,104.35,Cash,Completed,
BK001228,CUST00687,DRV0086,Bengaluru,2025-08-02 06:31:31,Sedan,6.2,101.31,UPI,Completed,
BK001229,CUST00293,DRV0160,Delhi,2025-06-09 06:49:58,Auto,10.1,106.88,Ola Money,Completed,
BK001230,CUST01392,DRV0256,Mumbai,2025-06-19 03:26:54,Sedan,13.3,198.03,Credit Card,Completed,
BK001231,CUST00225,DRV0335,Bengaluru,2025-02-04 12:45:34,Mini,2.2,0.0,,Cancelled by Customer,Changed plans
BK001232,CUST00310,DRV0344,Pune,2025-11-18 00:30:51,Mini,4.2,84.04,Ola Money,Completed,
BK001233,CUST00529,DRV0096,Delhi,2025-10-27 11:07:55,Bike,4.9,50.42,Cash,Completed,
BK001234,CUST01736,DRV0188,Hyderabad,2025-10-15 19:41:52,Sedan,3.7,81.05,Debit Card,Completed,
BK001235,CUST00319,DRV0225,Pune,2025-03-20 03:44:57,Sedan,11.4,191.52,Cash,Completed,
BK001236,CUST00777,DRV0136,Bengaluru,2025-10-16 03:43:31,Auto,5.0,58.8,Ola Money,Completed,
BK001237,CUST01194,DRV0346,Bengaluru,2025-06-19 20:57:32,Bike,3.2,52.36,Cash,Completed,
BK001238,CUST01044,DRV0318,Bengaluru,2025-11-12 17:14:10,Bike,6.6,55.88,Credit Card,Completed,
BK001239,CUST01042,DRV0082,Bengaluru,2025-04-21 03:19:31,Prime SUV,9.5,218.39,Credit Card,Completed,
BK001240,CUST00199,DRV0111,Pune,2025-03-26 17:18:40,Sedan,5.7,116.04,UPI,Completed,
BK001241,CUST00132,DRV0135,Mumbai,2025-03-12 18:37:50,Mini,5.3,92.52,Ola Money,Completed,
BK001242,CUST00114,DRV0168,Mumbai,2025-06-17 11:00:56,Mini,4.2,71.21,Debit Card,Completed,
BK001243,CUST01095,DRV0078,Bengaluru,2025-07-21 13:44:14,Bike,5.0,63.22,Cash,Completed,
BK001244,CUST01120,DRV0210,Delhi,2025-06-09 19:00:17,Sedan,6.7,113.31,Debit Card,Completed,
BK001245,CUST00913,DRV0283,Pune,2025-04-20 06:02:53,Bike,3.2,0.0,,Cancelled by Customer,Driver took too long
BK001246,CUST00822,DRV0102,Bengaluru,2025-08-12 20:24:24,Bike,4.9,52.65,Cash,Completed,
BK001247,CUST01202,DRV0245,Mumbai,2025-12-17 04:22:40,Sedan,1.7,50.54,Cash,Completed,
BK001248,CUST00720,DRV0084,Pune,2025-04-02 00:55:15,Sedan,11.7,0.0,,Cancelled by Customer,Changed plans
BK001249,CUST00364,DRV0002,Bengaluru,2025-08-06 07:47:00,Bike,2.4,0.0,,Cancelled by Customer,Driver took too long
BK001250,CUST00769,DRV0188,Hyderabad,2025-07-15 13:37:27,Sedan,2.7,53.17,UPI,Completed,
BK001251,CUST00852,DRV0206,Mumbai,2025-04-11 16:05:44,Sedan,3.8,74.03,Debit Card,Completed,
BK001252,CUST00325,DRV0052,Hyderabad,2025-06-08 11:57:30,Mini,9.3,115.12,Cash,Completed,
BK001253,CUST00132,DRV0044,Mumbai,2025-09-15 00:28:23,Auto,5.5,77.7,Cash,Completed,
BK001254,CUST01130,DRV0086,Mumbai,2025-11-25 17:25:48,Sedan,6.9,0.0,,No Driver Found,
BK001255,CUST01433,DRV0043,Delhi,2025-12-27 09:12:46,Prime SUV,5.7,126.53,Debit Card,Completed,
BK001256,CUST00336,DRV0324,Chennai,2025-01-16 17:08:29,Mini,3.5,78.42,Ola Money,Completed,
BK001257,CUST00242,DRV0096,Bengaluru,2025-03-30 17:14:15,Bike,1.3,40.3,Debit Card,Completed,
BK001258,CUST01465,DRV0297,Hyderabad,2025-02-23 01:23:26,Mini,6.1,88.19,Credit Card,Completed,
BK001259,CUST01710,DRV0206,Delhi,2025-12-28 06:26:27,Sedan,6.0,120.13,Ola Money,Completed,
BK001260,CUST00194,DRV0156,Mumbai,2025-03-03 02:02:26,Prime SUV,2.5,70.8,Cash,Completed,
BK001261,CUST01682,DRV0115,Pune,2025-02-19 19:48:34,Bike,9.7,0.0,,Cancelled by Customer,App issue
BK001262,CUST00167,DRV0005,Mumbai,2025-01-09 12:06:43,Auto,1.0,0.0,,Cancelled by Customer,Changed plans
BK001263,CUST00216,DRV0147,Delhi,2025-12-30 06:09:39,Mini,6.3,106.47,Cash,Completed,
BK001264,CUST00123,DRV0311,Pune,2025-09-22 00:30:57,Prime SUV,14.5,313.72,UPI,Completed,
BK001265,CUST00067,DRV0026,Pune,2025-02-03 07:01:29,Prime SUV,8.4,194.35,Cash,Completed,
BK001266,CUST00458,DRV0154,Mumbai,2025-02-12 06:17:01,Prime SUV,3.1,82.2,Credit Card,Completed,
BK001267,CUST00705,DRV0178,Bengaluru,2025-12-19 18:24:12,Sedan,5.8,103.48,UPI,Completed,
BK001268,CUST01601,DRV0006,Bengaluru,2025-06-09 09:58:02,Auto,4.4,66.42,Ola Money,Completed,
BK001269,CUST01325,DRV0101,Delhi,2025-10-18 03:08:04,Mini,6.9,102.89,UPI,Completed,
BK001270,CUST01798,DRV0188,Chennai,2025-02-16 06:38:40,Sedan,4.7,97.69,Debit Card,Completed,
BK001271,CUST01310,DRV0123,Pune,2025-11-17 00:43:55,Mini,6.1,0.0,,Cancelled by Customer,Driver took too long
BK001272,CUST01107,DRV0231,Delhi,2025-11-23 13:38:10,Sedan,10.8,0.0,,Cancelled by Customer,Driver took too long
BK001273,CUST00086,DRV0047,Hyderabad,2025-06-07 23:23:09,Bike,5.8,0.0,,Cancelled by Customer,Driver took too long
BK001274,CUST00239,DRV0259,Delhi,2025-06-08 01:56:30,Prime SUV,4.6,108.78,Cash,Completed,
BK001275,CUST01686,DRV0265,Pune,2025-03-13 20:34:20,Auto,4.5,59.97,Credit Card,Completed,
BK001276,CUST00517,DRV0269,Pune,2025-05-20 07:15:12,Prime SUV,0.9,32.41,Ola Money,Completed,
BK001277,CUST00394,DRV0080,Chennai,2025-05-16 03:21:52,Mini,8.6,119.3,Cash,Completed,
BK001278,CUST01289,DRV0319,Delhi,2025-11-25 19:02:36,Auto,2.1,42.39,Credit Card,Completed,
BK001279,CUST01738,DRV0091,Pune,2025-01-19 21:18:26,Auto,9.4,106.17,Credit Card,Completed,
BK001280,CUST01148,DRV0132,Hyderabad,2025-12-26 15:47:46,Mini,3.3,0.0,,Cancelled by Customer,Changed plans
BK001281,CUST00472,DRV0186,Bengaluru,2025-04-17 12:27:30,Sedan,3.3,77.19,Cash,Completed,
BK001282,CUST00549,DRV0016,Mumbai,2025-02-16 18:41:15,Auto,1.5,46.7,Ola Money,Completed,
BK001283,CUST01528,DRV0089,Chennai,2025-05-14 01:08:41,Sedan,3.0,79.66,Credit Card,Completed,
BK001284,CUST00843,DRV0278,Mumbai,2025-09-01 05:05:25,Mini,4.8,76.82,Debit Card,Completed,
BK001285,CUST01600,DRV0119,Chennai,2025-07-13 23:58:05,Auto,4.7,69.95,UPI,Completed,
BK001286,CUST00207,DRV0306,Pune,2025-11-19 13:03:59,Bike,7.0,78.08,Ola Money,Completed,
BK001287,CUST00567,DRV0343,Hyderabad,2025-09-01 12:11:11,Mini,5.6,0.0,,Cancelled by Driver,Long pickup distance
BK001288,CUST00070,DRV0342,Chennai,2025-07-03 11:09:04,Bike,1.9,26.28,UPI,Completed,
BK001289,CUST00872,DRV0292,Delhi,2025-08-13 22:27:00,Sedan,12.7,201.49,Ola Money,Completed,
BK001290,CUST00938,DRV0033,Hyderabad,2025-07-24 17:14:32,Auto,5.4,83.62,Cash,Completed,
BK001291,CUST00876,DRV0238,Mumbai,2025-11-04 12:18:06,Mini,7.2,103.68,UPI,Completed,
BK001292,CUST00281,DRV0219,Chennai,2025-04-30 18:27:28,Sedan,3.9,67.84,Cash,Completed,
BK001293,CUST01560,DRV0192,Bengaluru,2025-10-23 14:35:27,Bike,0.8,32.59,Credit Card,Completed,
BK001294,CUST00420,DRV0009,Chennai,2025-06-03 21:43:50,Prime SUV,0.8,0.0,,Cancelled by Driver,Long pickup distance
BK001295,CUST00521,DRV0004,Delhi,2025-10-18 05:04:50,Auto,9.5,99.4,UPI,Completed,
BK001296,CUST00564,DRV0263,Bengaluru,2025-02-16 11:15:37,Auto,4.8,76.99,Cash,Completed,
BK001297,CUST00132,DRV0163,Mumbai,2025-08-23 14:25:03,Prime SUV,4.1,92.86,Credit Card,Completed,
BK001298,CUST01117,DRV0309,Bengaluru,2025-04-13 06:15:53,Prime SUV,5.4,121.64,Credit Card,Completed,
BK001299,CUST00035,DRV0047,Bengaluru,2025-04-15 15:53:39,Bike,4.0,36.71,Debit Card,Completed,
BK001300,CUST01724,DRV0292,Chennai,2025-07-11 00:10:48,Sedan,2.1,53.72,Ola Money,Completed,
BK001301,CUST01441,DRV0068,Bengaluru,2025-10-09 14:20:48,Sedan,6.8,0.0,,Cancelled by Driver,Personal emergency
BK001302,CUST01266,DRV0333,Chennai,2025-08-26 08:50:16,Prime SUV,3.2,93.69,Credit Card,Completed,
BK001303,CUST01407,DRV0198,Bengaluru,2025-06-12 04:51:41,Prime SUV,2.8,75.2,Cash,Completed,
BK001304,CUST00398,DRV0136,Chennai,2025-12-12 15:27:32,Auto,3.4,58.51,Cash,Completed,
BK001305,CUST00245,DRV0037,Bengaluru,2025-09-08 21:21:04,Bike,5.2,0.0,,Cancelled by Customer,Driver took too long
BK001306,CUST00049,DRV0172,Pune,2025-05-01 13:26:22,Prime SUV,2.3,64.57,UPI,Completed,
BK001307,CUST00032,DRV0153,Mumbai,2025-11-09 21:48:54,Auto,3.6,0.0,,Cancelled by Driver,Long pickup distance
BK001308,CUST01785,DRV0300,Delhi,2025-03-12 18:12:09,Auto,6.7,75.94,Ola Money,Completed,
BK001309,CUST00263,DRV0332,Delhi,2025-02-17 12:21:50,Bike,6.0,57.52,Credit Card,Completed,
