review_id,booking_id,customer_id,driver_id,review_text,star_rating,review_date
REV000997,BK002282,CUST00693,DRV0204,"Excellent service, driver helped with my luggage and was very professional.",4,2025-12-10 17:50:58
REV000998,BK002283,CUST01703,DRV0186,"Smooth ride, driver took the flyover route which saved time. Would book again.",5,2025-03-30 06:04:25
REV000999,BK002285,CUST01029,DRV0057,Visit www.bestdeals-ride.com for discount codes!!!,5,2025-05-23 01:22:04
REV001000,BK002286,CUST00954,DRV0188,Driver Libni was very polite and the Sedan was clean. Reached on time despite traffic near Hyderabad.,5,2025-12-16 20:06:24
REV001001,BK002289,CUST01495,DRV0023,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,4,2025-03-25 03:16:03
REV001002,BK002290,CUST00582,DRV0253,Amazing super excellent service best in class wow!!!,5,2025-10-03 19:38:26
REV001003,BK002291,CUST01068,DRV0080,"Decent ride but the driver took a longer route than necessary, added to the fare.",4,2025-08-04 16:14:54
REV001004,BK002292,CUST00355,DRV0229,AC wasn't working properly but driver was courteous. Fare was reasonable for 0.9km.,3,2025-12-19 15:04:54
REV001005,BK002295,CUST00621,DRV0035,Driver Harish was very polite and the Bike was clean. Reached on time despite traffic near Bengaluru.,5,2025-08-20 20:50:03
REV001006,BK002297,CUST01314,DRV0010,"Excellent service, driver helped with my luggage and was very professional.",5,2025-08-23 17:24:54
REV001007,BK002299,CUST01065,DRV0082,Visit www.bestdeals-ride.com for discount codes!!!,5,2025-07-06 12:04:55
REV001008,BK002300,CUST00192,DRV0206,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-04-04 23:09:08
REV001009,BK002301,CUST00172,DRV0025,AC wasn't working properly but driver was courteous. Fare was reasonable for 3.4km.,4,2025-02-15 17:19:18
REV001010,BK002303,CUST00084,DRV0117,"Decent ride but the driver took a longer route than necessary, added to the fare.",3,2025-07-28 14:43:56
REV001011,BK002305,CUST00811,DRV0173,AC wasn't working properly but driver was courteous. Fare was reasonable for 2.0km.,3,2025-11-01 04:26:08
REV001012,BK002308,CUST00623,DRV0125,Driver Leena was very polite and the Mini was clean. Reached on time despite traffic near Chennai.,5,2025-01-20 04:02:00
REV001013,BK002309,CUST00747,DRV0185,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-08-12 12:46:50
REV001014,BK002314,CUST00893,DRV0159,"Excellent service, driver helped with my luggage and was very professional.",4,2025-05-03 03:48:19
REV001015,BK002320,CUST01274,DRV0290,"Average ride, nothing special but no complaints either. On time pickup.",4,2025-06-15 03:47:28
REV001016,BK002323,CUST01712,DRV0149,"Smooth ride, driver took the flyover route which saved time. Would book again.",5,2025-01-27 12:48:21
REV001017,BK002325,CUST01551,DRV0041,AC wasn't working properly but driver was courteous. Fare was reasonable for 0.9km.,4,2025-10-20 11:23:42
REV001018,BK002326,CUST01417,DRV0202,AC wasn't working properly but driver was courteous. Fare was reasonable for 1.8km.,3,2025-10-06 12:24:16
REV001019,BK002327,CUST01352,DRV0269,good good good,4,2025-05-18 11:08:46
REV001020,BK002328,CUST01671,DRV0327,AC wasn't working properly but driver was courteous. Fare was reasonable for 4.8km.,3,2025-11-02 02:20:51
REV001021,BK002332,CUST01010,DRV0334,Driver Ekanta was very polite and the Bike was clean. Reached on time despite traffic near Hyderabad.,4,2025-06-24 22:44:31
REV001022,BK002336,CUST01672,DRV0296,"Decent ride but the driver took a longer route than necessary, added to the fare.",3,2025-09-30 18:08:03
REV001023,BK002337,CUST00067,DRV0080,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,4,2025-09-17 16:52:01
REV001024,BK002338,CUST00597,DRV0142,good good good,4,2025-01-15 04:30:49
REV001025,BK002343,CUST00204,DRV0042,"Excellent service, driver helped with my luggage and was very professional.",4,2025-11-04 03:37:51
REV001026,BK002350,CUST01144,DRV0226,Driver Lipika was very polite and the Prime SUV was clean. Reached on time despite traffic near Mumbai.,5,2025-12-24 16:25:20
REV001027,BK002351,CUST00925,DRV0227,Driver Riya was very polite and the Auto was clean. Reached on time despite traffic near Chennai.,4,2025-01-21 07:53:01
REV001028,BK002352,CUST01086,DRV0233,Driver Samesh was very polite and the Sedan was clean. Reached on time despite traffic near Mumbai.,4,2025-03-05 11:32:39
REV001029,BK002353,CUST01355,DRV0004,AC wasn't working properly but driver was courteous. Fare was reasonable for 3.3km.,3,2025-03-10 22:24:14
REV001030,BK002357,CUST01021,DRV0221,"Decent ride but the driver took a longer route than necessary, added to the fare.",4,2025-09-18 17:07:42
REV001031,BK002358,CUST00843,DRV0304,"Decent ride but the driver took a longer route than necessary, added to the fare.",4,2025-05-24 16:52:24
REV001032,BK002361,CUST01783,DRV0292,"Excellent service, driver helped with my luggage and was very professional.",5,2025-06-13 10:20:32
REV001033,BK002367,CUST00289,DRV0007,"Smooth ride, driver took the flyover route which saved time. Would book again.",4,2025-06-17 19:33:19
REV001034,BK002368,CUST01144,DRV0312,"Decent ride but the driver took a longer route than necessary, added to the fare.",4,2025-09-04 12:13:48
REV001035,BK002370,CUST00196,DRV0198,"Smooth ride, driver took the flyover route which saved time. Would book again.",5,2025-09-25 14:06:25
REV001036,BK002375,CUST00876,DRV0022,AC wasn't working properly but driver was courteous. Fare was reasonable for 9.4km.,4,2025-09-27 23:57:11
REV001037,BK002376,CUST01693,DRV0227,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-02-25 11:52:07
REV001038,BK002378,CUST00116,DRV0139,"Decent ride but the driver took a longer route than necessary, added to the fare.",4,2025-11-16 14:22:17
REV001039,BK002379,CUST00930,DRV0336,"Decent ride but the driver took a longer route than necessary, added to the fare.",4,2025-09-25 18:54:39
REV001040,BK002382,CUST00498,DRV0054,Best driver ever! Best driver ever! Best driver ever!,5,2025-04-04 04:44:46
REV001041,BK002384,CUST00945,DRV0307,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,3,2025-10-20 15:11:25
REV001042,BK002385,CUST00986,DRV0221,"Decent ride but the driver took a longer route than necessary, added to the fare.",4,2025-12-11 05:30:50
REV001043,BK002387,CUST00157,DRV0251,"Excellent service, driver helped with my luggage and was very professional.",4,2025-03-05 09:29:56
REV001044,BK002388,CUST01044,DRV0092,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-04-13 19:07:31
REV001045,BK002390,CUST00899,DRV0084,nice,5,2025-06-16 16:37:07
REV001046,BK002392,CUST01228,DRV0130,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,4,2025-08-09 06:54:14
REV001047,BK002395,CUST00333,DRV0267,AC wasn't working properly but driver was courteous. Fare was reasonable for 5.4km.,3,2025-06-14 12:14:28
REV001048,BK002397,CUST00200,DRV0259,AC wasn't working properly but driver was courteous. Fare was reasonable for 5.2km.,4,2025-04-23 19:52:56
REV001049,BK002399,CUST01585,DRV0241,"Average ride, nothing special but no complaints either. On time pickup.",4,2025-11-09 19:14:27
REV001050,BK002412,CUST01421,DRV0142,Visit www.bestdeals-ride.com for discount codes!!!,4,2025-04-14 09:37:52
REV001051,BK002421,CUST00865,DRV0016,"Good experience overall, vehicle was in good condition. Driver knew the Chennai routes well.",4,2025-03-17 21:29:02
REV001052,BK002423,CUST00236,DRV0032,"Smooth ride, driver took the flyover route which saved time. Would book again.",5,2025-07-31 08:59:12
REV001053,BK002426,CUST00568,DRV0023,"Excellent service, driver helped with my luggage and was very professional.",5,2025-08-18 23:57:04
REV001054,BK002427,CUST00966,DRV0256,Driver Lopa was very polite and the Sedan was clean. Reached on time despite traffic near Mumbai.,5,2025-08-14 21:03:14
REV001055,BK002429,CUST00094,DRV0109,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,3,2025-04-18 07:31:14
REV001056,BK002432,CUST00386,DRV0067,"Good experience overall, vehicle was in good condition. Driver knew the Bengaluru routes well.",4,2025-11-18 04:06:28
REV001057,BK002433,CUST01069,DRV0350,"Good experience overall, vehicle was in good condition. Driver knew the Mumbai routes well.",4,2025-10-24 19:53:33
REV001058,BK002435,CUST00296,DRV0339,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-12-25 23:21:07
REV001059,BK002437,CUST01098,DRV0181,"Decent ride but the driver took a longer route than necessary, added to the fare.",3,2025-03-08 18:14:35
REV001060,BK002438,CUST00189,DRV0335,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,4,2025-04-29 04:31:11
REV001061,BK002441,CUST00670,DRV0133,"Excellent service, driver helped with my luggage and was very professional.",4,2025-03-22 21:56:01
REV001062,BK002445,CUST00316,DRV0176,AC wasn't working properly but driver was courteous. Fare was reasonable for 6.1km.,4,2025-08-08 16:30:38
REV001063,BK002450,CUST00194,DRV0189,"Excellent service, driver helped with my luggage and was very professional.",5,2025-10-17 00:17:44
REV001064,BK002454,CUST00397,DRV0243,"Excellent service, driver helped with my luggage and was very professional.",4,2025-08-26 11:48:29
REV001065,BK002456,CUST00209,DRV0247,"Smooth ride, driver took the flyover route which saved time. Would book again.",5,2025-10-11 22:22:07
REV001066,BK002458,CUST01735,DRV0299,ok ok,5,2025-09-23 16:32:50
REV001067,BK002460,CUST00354,DRV0274,"Good experience overall, vehicle was in good condition. Driver knew the Bengaluru routes well.",5,2025-06-26 00:12:49
REV001068,BK002466,CUST00745,DRV0287,"Decent ride but the driver took a longer route than necessary, added to the fare.",4,2025-12-13 17:56:14
REV001069,BK002470,CUST00968,DRV0031,"Excellent service, driver helped with my luggage and was very professional.",5,2025-05-12 15:55:40
REV001070,BK002471,CUST00406,DRV0148,"Smooth ride, driver took the flyover route which saved time. Would book again.",5,2025-02-12 03:51:39
REV001071,BK002472,CUST01229,DRV0028,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-12-27 17:17:39
REV001072,BK002473,CUST00626,DRV0294,"Good experience overall, vehicle was in good condition. Driver knew the Chennai routes well.",5,2025-07-28 04:06:09
REV001073,BK002476,CUST00289,DRV0059,"Good experience overall, vehicle was in good condition. Driver knew the Delhi routes well.",4,2025-05-11 20:21:35
REV001074,BK002477,CUST01212,DRV0198,"Good experience overall, vehicle was in good condition. Driver knew the Chennai routes well.",5,2025-05-02 14:48:07
REV001075,BK002482,CUST00917,DRV0265,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-11-08 13:16:01
REV001076,BK002484,CUST01796,DRV0147,"Smooth ride, driver took the flyover route which saved time. Would book again.",5,2025-07-17 17:57:14
REV001077,BK002485,CUST00560,DRV0334,"Smooth ride, driver took the flyover route which saved time. Would book again.",5,2025-07-16 17:37:31
REV001078,BK002487,CUST00553,DRV0331,Driver Balhaar was very polite and the Prime SUV was clean. Reached on time despite traffic near Mumbai.,5,2025-06-16 08:54:24
REV001079,BK002488,CUST01154,DRV0176,"Decent ride but the driver took a longer route than necessary, added to the fare.",3,2025-12-11 16:31:00
REV001080,BK002489,CUST01141,DRV0303,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,4,2025-11-10 13:14:27
REV001081,BK002491,CUST00901,DRV0197,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,3,2025-01-14 14:48:14
REV001082,BK002492,CUST01011,DRV0044,Amazing super excellent service best in class wow!!!,5,2025-03-29 17:50:53
REV001083,BK002493,CUST00786,DRV0151,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,4,2025-12-06 22:59:55
REV001084,BK002495,CUST00782,DRV0085,"Average ride, nothing special but no complaints either. On time pickup.",4,2025-07-11 13:23:56
REV001085,BK002499,CUST01684,DRV0334,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,4,2025-10-08 03:31:37
REV001086,BK002502,CUST00403,DRV0303,"Decent ride but the driver took a longer route than necessary, added to the fare.",4,2025-09-18 03:36:34
REV001087,BK002503,CUST00387,DRV0149,AC wasn't working properly but driver was courteous. Fare was reasonable for 8.4km.,3,2025-02-01 07:56:07
REV001088,BK002505,CUST00355,DRV0319,AC wasn't working properly but driver was courteous. Fare was reasonable for 1.3km.,4,2025-04-07 23:50:40
REV001089,BK002507,CUST01556,DRV0067,AC wasn't working properly but driver was courteous. Fare was reasonable for 1.5km.,3,2025-12-14 15:29:48
REV001090,BK002510,CUST01619,DRV0328,Driver Aadhya was very polite and the Bike was clean. Reached on time despite traffic near Chennai.,4,2025-10-30 21:54:43
REV001091,BK002512,CUST00234,DRV0311,"Excellent service, driver helped with my luggage and was very professional.",5,2025-10-12 19:23:11
REV001092,BK002519,CUST00942,DRV0211,AC wasn't working properly but driver was courteous. Fare was reasonable for 0.8km.,3,2025-08-16 19:25:22
REV001093,BK002521,CUST01062,DRV0322,"Decent ride but the driver took a longer route than necessary, added to the fare.",3,2025-11-20 17:48:17
REV001094,BK002522,CUST01540,DRV0220,"Excellent service, driver helped with my luggage and was very professional.",4,2025-09-16 11:53:38
REV001095,BK002523,CUST00594,DRV0197,"Excellent service, driver helped with my luggage and was very professional.",4,2025-10-01 21:34:05
REV001096,BK002524,CUST00291,DRV0344,good good good,5,2025-01-23 20:52:15
REV001097,BK002526,CUST01136,DRV0228,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,3,2025-01-13 04:41:29
REV001098,BK002527,CUST00416,DRV0336,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-04-21 19:06:44
REV001099,BK002532,CUST01700,DRV0064,"Good experience overall, vehicle was in good condition. Driver knew the Chennai routes well.",5,2025-03-28 08:07:07
REV001100,BK002535,CUST01373,DRV0143,"Excellent service, driver helped with my luggage and was very professional.",5,2025-05-21 11:01:43
REV001101,BK002538,CUST00866,DRV0179,AC wasn't working properly but driver was courteous. Fare was reasonable for 3.5km.,4,2025-10-08 03:57:19
REV001102,BK002547,CUST00909,DRV0126,"Excellent service, driver helped with my luggage and was very professional.",5,2025-12-15 14:34:29
REV001103,BK002549,CUST01514,DRV0192,"Smooth ride, driver took the flyover route which saved time. Would book again.",5,2025-06-29 14:07:42
REV001104,BK002551,CUST00565,DRV0201,"Average ride, nothing special but no complaints either. On time pickup.",4,2025-04-18 12:20:13
REV001105,BK002553,CUST01343,DRV0182,"Excellent service, driver helped with my luggage and was very professional.",4,2025-01-31 11:47:54
REV001106,BK002555,CUST00236,DRV0225,"Good experience overall, vehicle was in good condition. Driver knew the Bengaluru routes well.",4,2025-10-01 12:07:49
REV001107,BK002557,CUST01095,DRV0059,"Decent ride but the driver took a longer route than necessary, added to the fare.",3,2025-11-12 20:50:04
REV001108,BK002559,CUST00618,DRV0344,Driver Bhavya was very polite and the Mini was clean. Reached on time despite traffic near Mumbai.,5,2025-06-11 21:25:20
REV001109,BK002560,CUST01456,DRV0188,Driver Upma was very polite and the Sedan was clean. Reached on time despite traffic near Pune.,5,2025-06-25 21:34:13
REV001110,BK002561,CUST00893,DRV0036,Driver Pallavi was very polite and the Prime SUV was clean. Reached on time despite traffic near Hyderabad.,4,2025-06-14 06:02:11
REV001111,BK002565,CUST00162,DRV0043,AC wasn't working properly but driver was courteous. Fare was reasonable for 1.1km.,3,2025-11-21 02:09:38
REV001112,BK002566,CUST00860,DRV0030,"Excellent service, driver helped with my luggage and was very professional.",5,2025-01-06 05:29:30
REV001113,BK002569,CUST00398,DRV0029,"Decent ride but the driver took a longer route than necessary, added to the fare.",4,2025-03-10 18:30:19
REV001114,BK002575,CUST00135,DRV0209,"Excellent service, driver helped with my luggage and was very professional.",4,2025-03-08 07:07:54
REV001115,BK002577,CUST01142,DRV0315,AC wasn't working properly but driver was courteous. Fare was reasonable for 4.3km.,3,2025-08-19 02:54:42
REV001116,BK002580,CUST01504,DRV0314,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,3,2025-06-25 20:18:01
REV001117,BK002581,CUST01714,DRV0220,"Average ride, nothing special but no complaints either. On time pickup.",4,2025-10-01 05:45:03
REV001118,BK002582,CUST00717,DRV0131,"Decent ride but the driver took a longer route than necessary, added to the fare.",3,2025-07-09 07:38:18
REV001119,BK002583,CUST00644,DRV0199,"Good experience overall, vehicle was in good condition. Driver knew the Delhi routes well.",5,2025-03-06 00:17:51
REV001120,BK002586,CUST01285,DRV0172,"Decent ride but the driver took a longer route than necessary, added to the fare.",3,2025-06-08 18:46:06
REV001121,BK002587,CUST01231,DRV0049,"Excellent service, driver helped with my luggage and was very professional.",4,2025-03-16 11:09:56
REV001122,BK002595,CUST00216,DRV0212,"Good experience overall, vehicle was in good condition. Driver knew the Delhi routes well.",4,2025-07-02 14:27:33
REV001123,BK002597,CUST01292,DRV0220,"Good experience overall, vehicle was in good condition. Driver knew the Hyderabad routes well.",5,2025-06-19 05:07:55
REV001124,BK002598,CUST00190,DRV0040,"Smooth ride, driver took the flyover route which saved time. Would book again.",4,2025-06-17 00:51:16
REV001125,BK002600,CUST01087,DRV0335,Driver Rachit was very polite and the Mini was clean. Reached on time despite traffic near Mumbai.,5,2025-01-21 05:05:48
REV001126,BK002602,CUST00832,DRV0063,"Decent ride but the driver took a longer route than necessary, added to the fare.",3,2025-08-06 15:34:24
REV001127,BK002603,CUST00610,DRV0218,"Decent ride but the driver took a longer route than necessary, added to the fare.",3,2025-12-12 08:05:15
REV001128,BK002606,CUST00563,DRV0177,Driver Eshana was very polite and the Prime SUV was clean. Reached on time despite traffic near Pune.,4,2025-02-24 17:34:00
REV001129,BK002611,CUST00385,DRV0326,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,3,2025-02-02 16:08:37
REV001130,BK002614,CUST01370,DRV0166,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-11-05 14:40:37
REV001131,BK002617,CUST01611,DRV0272,"Smooth ride, driver took the flyover route which saved time. Would book again.",5,2025-05-03 15:40:50
REV001132,BK002618,CUST00156,DRV0338,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,3,2025-11-28 23:00:51
REV001133,BK002619,CUST01045,DRV0055,"Good experience overall, vehicle was in good condition. Driver knew the Hyderabad routes well.",4,2025-10-20 07:38:56
REV001134,BK002620,CUST00611,DRV0117,ok ok,5,2025-01-27 06:02:49
REV001135,BK002621,CUST01659,DRV0203,"Decent ride but the driver took a longer route than necessary, added to the fare.",3,2025-03-05 22:37:49
REV001136,BK002622,CUST00380,DRV0213,ok ok,5,2025-03-31 23:04:36
REV001137,BK002623,CUST00761,DRV0068,"Smooth ride, driver took the flyover route which saved time. Would book again.",4,2025-08-26 08:48:01
REV001138,BK002627,CUST00368,DRV0212,Driver Meera was very polite and the Sedan was clean. Reached on time despite traffic near Mumbai.,5,2025-05-02 20:08:07
REV001139,BK002628,CUST00276,DRV0097,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,4,2025-11-25 05:05:47
REV001140,BK002629,CUST00848,DRV0018,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-05-24 12:19:59
REV001141,BK002631,CUST01642,DRV0118,"Good experience overall, vehicle was in good condition. Driver knew the Bengaluru routes well.",4,2025-06-12 04:33:20
REV001142,BK002632,CUST00968,DRV0299,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,4,2025-08-25 07:43:09
REV001143,BK002641,CUST00118,DRV0028,Driver Nachiket was very polite and the Prime SUV was clean. Reached on time despite traffic near Delhi.,4,2025-10-16 02:05:12
REV001144,BK002645,CUST01121,DRV0060,"Smooth ride, driver took the flyover route which saved time. Would book again.",5,2025-11-23 00:35:54
REV001145,BK002646,CUST00143,DRV0176,"Good experience overall, vehicle was in good condition. Driver knew the Chennai routes well.",5,2025-11-13 02:38:42
REV001146,BK002648,CUST00760,DRV0168,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,3,2025-08-23 13:43:41
REV001147,BK002654,CUST00837,DRV0109,"Average ride, nothing special but no complaints either. On time pickup.",4,2025-03-04 16:46:07
REV001148,BK002658,CUST01403,DRV0148,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,4,2025-03-14 13:51:53
REV001149,BK002664,CUST01057,DRV0099,AC wasn't working properly but driver was courteous. Fare was reasonable for 3.4km.,4,2025-01-02 03:55:03
REV001150,BK002666,CUST00617,DRV0313,"Excellent service, driver helped with my luggage and was very professional.",5,2025-07-30 14:00:59
REV001151,BK002670,CUST01132,DRV0099,"Average ride, nothing special but no complaints either. On time pickup.",4,2025-04-06 00:51:31
REV001152,BK002671,CUST00331,DRV0213,Driver Imaran was very polite and the Mini was clean. Reached on time despite traffic near Mumbai.,5,2025-02-16 08:57:38
REV001153,BK002672,CUST00806,DRV0299,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,4,2025-07-12 13:13:38
REV001154,BK002679,CUST00597,DRV0281,"Decent ride but the driver took a longer route than necessary, added to the fare.",3,2025-06-10 21:32:07
REV001155,BK002680,CUST00557,DRV0171,"Good experience overall, vehicle was in good condition. Driver knew the Hyderabad routes well.",4,2025-09-17 01:53:55
REV001156,BK002684,CUST00299,DRV0040,"Average ride, nothing special but no complaints either. On time pickup.",4,2025-03-03 01:03:07
REV001157,BK002685,CUST00352,DRV0139,"Excellent service, driver helped with my luggage and was very professional.",4,2025-09-21 07:08:34
REV001158,BK002687,CUST00883,DRV0055,AC wasn't working properly but driver was courteous. Fare was reasonable for 2.5km.,3,2025-01-19 14:23:12
REV001159,BK002688,CUST01278,DRV0277,"Smooth ride, driver took the flyover route which saved time. Would book again.",4,2025-12-06 23:14:15
REV001160,BK002693,CUST01054,DRV0121,"Decent ride but the driver took a longer route than necessary, added to the fare.",4,2025-10-30 04:57:01
REV001161,BK002694,CUST00050,DRV0278,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,4,2025-06-04 11:43:53
REV001162,BK002701,CUST00328,DRV0186,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-10-05 02:08:07
REV001163,BK002703,CUST00636,DRV0074,"Decent ride but the driver took a longer route than necessary, added to the fare.",4,2025-02-23 03:30:14
REV001164,BK002704,CUST01314,DRV0243,ok ok,4,2025-08-27 07:28:40
REV001165,BK002705,CUST00826,DRV0091,AC wasn't working properly but driver was courteous. Fare was reasonable for 3.8km.,3,2025-03-15 23:57:41
REV001166,BK002706,CUST01294,DRV0031,"Decent ride but the driver took a longer route than necessary, added to the fare.",4,2025-12-16 16:09:55
REV001167,BK002707,CUST00240,DRV0155,"Smooth ride, driver took the flyover route which saved time. Would book again.",5,2025-11-22 21:51:58
REV001168,BK002711,CUST00352,DRV0329,"Good experience overall, vehicle was in good condition. Driver knew the Chennai routes well.",5,2025-08-02 21:50:55
REV001169,BK002712,CUST00269,DRV0217,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-04-05 12:38:05
REV001170,BK002713,CUST00271,DRV0111,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-05-14 05:01:31
REV001171,BK002716,CUST00019,DRV0293,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-01-28 04:53:01
REV001172,BK002718,CUST00038,DRV0004,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,4,2025-01-25 02:21:14
REV001173,BK002720,CUST01555,DRV0255,good good good,5,2025-03-02 04:06:33
REV001174,BK002721,CUST00619,DRV0212,"Smooth ride, driver took the flyover route which saved time. Would book again.",4,2025-04-21 01:35:52
REV001175,BK002724,CUST00246,DRV0081,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-10-08 12:04:37
REV001176,BK002727,CUST00907,DRV0077,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-11-26 04:41:59
REV001177,BK002728,CUST01430,DRV0114,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,3,2025-01-31 04:40:58
REV001178,BK002731,CUST00607,DRV0123,"Excellent service, driver helped with my luggage and was very professional.",5,2025-12-07 18:03:27
REV001179,BK002734,CUST01709,DRV0154,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-06-21 22:56:43
REV001180,BK002736,CUST00060,DRV0311,"Good experience overall, vehicle was in good condition. Driver knew the Bengaluru routes well.",4,2025-06-12 07:17:16
REV001181,BK002737,CUST01297,DRV0026,"Decent ride but the driver took a longer route than necessary, added to the fare.",4,2025-02-25 15:43:31
REV001182,BK002738,CUST00151,DRV0106,AC wasn't working properly but driver was courteous. Fare was reasonable for 13.6km.,3,2025-11-20 05:48:00
REV001183,BK002740,CUST01337,DRV0243,"Good experience overall, vehicle was in good condition. Driver knew the Bengaluru routes well.",5,2025-01-08 06:09:47
REV001184,BK002742,CUST00597,DRV0060,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-10-13 04:04:24
REV001185,BK002751,CUST01351,DRV0334,"Good experience overall, vehicle was in good condition. Driver knew the Mumbai routes well.",5,2025-08-26 15:52:14
REV001186,BK002753,CUST00256,DRV0018,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-04-28 10:03:05
REV001187,BK002754,CUST01248,DRV0176,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-02-21 00:33:28
REV001188,BK002755,CUST01230,DRV0018,"Decent ride but the driver took a longer route than necessary, added to the fare.",4,2025-02-04 16:50:12
REV001189,BK002756,CUST00518,DRV0330,"Excellent service, driver helped with my luggage and was very professional.",5,2025-09-26 18:51:24
REV001190,BK002757,CUST01150,DRV0343,Driver Vidhi was very polite and the Mini was clean. Reached on time despite traffic near Pune.,4,2025-10-17 12:26:21
REV001191,BK002760,CUST00114,DRV0317,"Good experience overall, vehicle was in good condition. Driver knew the Mumbai routes well.",5,2025-12-21 21:07:42
REV001192,BK002761,CUST00405,DRV0224,"Average ride, nothing special but no complaints either. On time pickup.",4,2025-10-12 21:48:53
REV001193,BK002764,CUST00909,DRV0048,"Good experience overall, vehicle was in good condition. Driver knew the Hyderabad routes well.",5,2025-09-20 00:11:08
REV001194,BK002769,CUST00893,DRV0042,AC wasn't working properly but driver was courteous. Fare was reasonable for 2.1km.,3,2025-03-11 08:39:40
REV001195,BK002772,CUST00794,DRV0300,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-10-25 14:56:03
REV001196,BK002774,CUST00856,DRV0118,AC wasn't working properly but driver was courteous. Fare was reasonable for 4.6km.,3,2025-05-22 13:26:04
REV001197,BK002775,CUST01446,DRV0248,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,4,2025-09-13 01:04:37
REV001198,BK002780,CUST00967,DRV0045,"Excellent service, driver helped with my luggage and was very professional.",5,2025-08-24 21:57:23
REV001199,BK002782,CUST00682,DRV0116,good service,1,2025-12-01 00:53:40
REV001200,BK002783,CUST00368,DRV0101,"Average ride, nothing special but no complaints either. On time pickup.",4,2025-08-30 07:52:09
REV001201,BK002786,CUST00150,DRV0271,"Decent ride but the driver took a longer route than necessary, added to the fare.",3,2025-02-06 10:34:36
REV001202,BK002789,CUST01209,DRV0337,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,3,2025-08-04 09:19:04
REV001203,BK002791,CUST01147,DRV0117,"Smooth ride, driver took the flyover route which saved time. Would book again.",5,2025-10-21 17:38:47
REV001204,BK002792,CUST00764,DRV0130,"Decent ride but the driver took a longer route than necessary, added to the fare.",3,2025-06-07 09:09:40
REV001205,BK002796,CUST01653,DRV0092,Driver Reva was very polite and the Prime SUV was clean. Reached on time despite traffic near Hyderabad.,5,2025-07-12 09:05:25
REV001206,BK002799,CUST01062,DRV0220,"Good experience overall, vehicle was in good condition. Driver knew the Delhi routes well.",5,2025-06-27 05:49:52
REV001207,BK002800,CUST01510,DRV0236,"Smooth ride, driver took the flyover route which saved time. Would book again.",4,2025-02-23 09:44:21
REV001208,BK002801,CUST00974,DRV0031,Driver Mohini was very polite and the Bike was clean. Reached on time despite traffic near Delhi.,5,2025-10-03 09:56:57
REV001209,BK002804,CUST00197,DRV0104,"Good experience overall, vehicle was in good condition. Driver knew the Hyderabad routes well.",5,2025-05-16 05:01:54
